year,month,date,country,country_code,operator,operator_rank,market_share_pct,total_subscribers,new_subscribers,churned_subscribers,net_adds,churn_rate_pct,arpu_usd,revenue_musd,data_usage_gb,coverage_4g_pct,mobile_money_penetration_pct,population,penetration_rate_pct
2026,6,2026-06-01,Cote dIvoire,CI,Moov Africa CI,3,19.2,1114640,17739,40881,-23142,3.599,4.31,4.799,4.66,83.0,85.0,30236569,19.2
2026,7,2026-07-01,Cote dIvoire,CI,Orange CI,1,44.0,2554385,39499,46690,-7191,1.868,7.16,18.286,5.06,83.0,85.0,30236569,19.2
2026,7,2026-07-01,Cote dIvoire,CI,MTN CI,2,36.8,2136395,33486,48929,-15443,2.286,6.25,13.354,5.09,83.0,85.0,30236569,19.2
2026,7,2026-07-01,Cote dIvoire,CI,Moov Africa CI,3,19.2,1114640,17164,40721,-23557,3.627,4.33,4.828,4.96,83.0,85.0,30236569,19.2
2026,8,2026-08-01,Cote dIvoire,CI,Orange CI,1,44.0,2554385,38453,48103,-9650,1.868,7.01,17.899,6.01,83.0,85.0,30236569,19.2
2026,8,2026-08-01,Cote dIvoire,CI,MTN CI,2,36.8,2136395,32344,48762,-16418,2.283,6.07,12.968,5.72,83.0,85.0,30236569,19.2
2026,8,2026-08-01,Cote dIvoire,CI,Moov Africa CI,3,19.2,1114640,16514,39143,-22629,3.55,4.29,4.783,5.97,83.0,85.0,30236569,19.2
2026,9,2026-09-01,Cote dIvoire,CI,Orange CI,1,44.0,2554385,38121,47188,-9067,1.846,6.95,17.756,5.53,83.0,85.0,30236569,19.2
2026,9,2026-09-01,Cote dIvoire,CI,MTN CI,2,36.8,2136395,32983,49242,-16259,2.293,5.99,12.808,6.09,83.0,85.0,30236569,19.2
2026,9,2026-09-01,Cote dIvoire,CI,Moov Africa CI,3,19.2,1114640,17059,38873,-21814,3.51,4.03,4.497,5.95,83.0,85.0,30236569,19.2
2026,10,2026-10-01,Cote dIvoire,CI,Orange CI,1,44.0,2554385,37394,48309,-10915,1.873,6.86,17.516,6.5,83.0,85.0,30236569,19.2
2026,10,2026-10-01,Cote dIvoire,CI,MTN CI,2,36.8,2136395,32104,49719,-17615,2.326,5.72,12.215,6.02,83.0,85.0,30236569,19.2
2026,10,2026-10-01,Cote dIvoire,CI,Moov Africa CI,3,19.2,1114640,17452,39806,-22354,3.578,4.07,4.539,6.27,83.0,85.0,30236569,19.2
2026,11,2026-11-01,Cote dIvoire,CI,Orange CI,1,44.0,2554385,38869,46931,-8062,1.849,6.61,16.896,6.16,83.0,85.0,30236569,19.2
2026,11,2026-11-01,Cote dIvoire,CI,MTN CI,2,36.8,2136395,30368,48217,-17849,2.258,5.73,12.25,6.18,83.0,85.0,30236569,19.2
2026,11,2026-11-01,Cote dIvoire,CI,Moov Africa CI,3,19.2,1114640,16100,39054,-22954,3.557,4.05,4.514,6.43,83.0,85.0,30236569,19.2
2026,12,2026-12-01,Cote dIvoire,CI,Orange CI,1,44.0,2554385,36441,46167,-9726,1.821,6.59,16.834,7.15,83.0,85.0,30236569,19.2
2026,12,2026-12-01,Cote dIvoire,CI,MTN CI,2,36.8,2136395,30870,47887,-17017,2.245,5.8,12.384,6.77,83.0,85.0,30236569,19.2
2026,12,2026-12-01,Cote dIvoire,CI,Moov Africa CI,3,19.2,1114640,15897,39596,-23699,3.581,4.05,4.51,6.71,83.0,85.0,30236569,19.2
2022,1,2022-01-01,Mali,ML,Orange Mali,1,60.0,1149120,16609,32554,-15945,2.853,3.68,4.228,1.64,31.0,45.0,22800000,8.4
2022,1,2022-01-01,Mali,ML,Malitel,2,32.0,612864,8945,25461,-16516,4.133,2.64,1.617,1.88,31.0,45.0,22800000,8.4
2022,1,2022-01-01,Mali,ML,Telecel Mali,3,8.0,153216,2228,8986,-6758,5.772,2.05,0.315,1.78,31.0,45.0,22800000,8.4
2022,2,2022-02-01,Mali,ML,Orange Mali,1,60.0,1149120,15801,31659,-15858,2.775,3.81,4.378,2.0,31.0,45.0,22800000,8.4
2022,2,2022-02-01,Mali,ML,Malitel,2,32.0,612864,9029,25648,-16619,4.194,2.72,1.665,2.12,31.0,45.0,22800000,8.4
2022,2,2022-02-01,Mali,ML,Telecel Mali,3,8.0,153216,2178,9051,-6873,5.826,2.05,0.315,2.1,31.0,45.0,22800000,8.4
2022,3,2022-03-01,Mali,ML,Orange Mali,1,60.0,1149120,17357,32712,-15355,2.82,3.92,4.501,2.33,31.0,45.0,22800000,8.4
2022,3,2022-03-01,Mali,ML,Malitel,2,32.0,612864,8877,25861,-16984,4.215,2.8,1.715,2.38,31.0,45.0,22800000,8.4
2022,3,2022-03-01,Mali,ML,Telecel Mali,3,8.0,153216,2168,8826,-6658,5.793,2.1,0.322,2.42,31.0,45.0,22800000,8.4
2022,4,2022-04-01,Mali,ML,Orange Mali,1,60.0,1149120,18249,31568,-13319,2.771,4.04,4.638,2.76,31.0,45.0,22800000,8.4
2022,4,2022-04-01,Mali,ML,Malitel,2,32.0,612864,9876,25268,-15392,4.173,2.9,1.774,2.84,31.0,45.0,22800000,8.4
2022,4,2022-04-01,Mali,ML,Telecel Mali,3,8.0,153216,2442,8804,-6362,5.761,2.15,0.33,2.74,31.0,45.0,22800000,8.4
2022,5,2022-05-01,Mali,ML,Orange Mali,1,60.0,1149120,18267,32387,-14120,2.796,3.93,4.515,3.2,31.0,45.0,22800000,8.4
2022,5,2022-05-01,Mali,ML,Malitel,2,32.0,612864,9806,25597,-15791,4.13,2.85,1.746,2.94,31.0,45.0,22800000,8.4
2022,5,2022-05-01,Mali,ML,Telecel Mali,3,8.0,153216,2362,8761,-6399,5.736,2.2,0.337,3.2,31.0,45.0,22800000,8.4
2022,6,2022-06-01,Mali,ML,Orange Mali,1,60.0,1149120,17623,32556,-14933,2.839,3.95,4.543,3.17,31.0,45.0,22800000,8.4
2022,6,2022-06-01,Mali,ML,Malitel,2,32.0,612864,10024,25667,-15643,4.241,2.89,1.769,3.3,31.0,45.0,22800000,8.4
2022,6,2022-06-01,Mali,ML,Telecel Mali,3,8.0,153216,2332,8949,-6617,5.816,2.17,0.332,3.3,31.0,45.0,22800000,8.4
2022,7,2022-07-01,Mali,ML,Orange Mali,1,60.0,1149120,17837,32209,-14372,2.815,4.03,4.629,3.58,31.0,45.0,22800000,8.4
2022,7,2022-07-01,Mali,ML,Malitel,2,32.0,612864,9437,26055,-16618,4.184,2.92,1.79,3.55,31.0,45.0,22800000,8.4
2022,7,2022-07-01,Mali,ML,Telecel Mali,3,8.0,153216,2354,9053,-6699,5.84,2.18,0.335,3.58,31.0,45.0,22800000,8.4
2022,8,2022-08-01,Mali,ML,Orange Mali,1,60.0,1149120,16752,31955,-15203,2.813,3.91,4.489,3.93,31.0,45.0,22800000,8.4
2022,8,2022-08-01,Mali,ML,Malitel,2,32.0,612864,10004,26353,-16349,4.273,2.88,1.763,3.55,31.0,45.0,22800000,8.4
2022,8,2022-08-01,Mali,ML,Telecel Mali,3,8.0,153216,2288,8783,-6495,5.769,2.14,0.327,3.81,31.0,45.0,22800000,8.4
2022,9,2022-09-01,Mali,ML,Orange Mali,1,60.0,1149120,17623,31200,-13577,2.745,3.91,4.498,4.64,31.0,45.0,22800000,8.4
2022,9,2022-09-01,Mali,ML,Malitel,2,32.0,612864,8495,25430,-16935,4.161,2.85,1.744,4.61,31.0,45.0,22800000,8.4
2022,9,2022-09-01,Mali,ML,Telecel Mali,3,8.0,153216,2332,8736,-6404,5.729,2.1,0.321,4.76,31.0,45.0,22800000,8.4
2022,10,2022-10-01,Mali,ML,Orange Mali,1,60.0,1149120,17020,31839,-14819,2.758,3.88,4.463,4.52,31.0,45.0,22800000,8.4
2022,10,2022-10-01,Mali,ML,Malitel,2,32.0,612864,8903,25889,-16986,4.213,2.73,1.673,4.64,31.0,45.0,22800000,8.4
2022,10,2022-10-01,Mali,ML,Telecel Mali,3,8.0,153216,2277,8851,-6574,5.779,2.09,0.321,4.49,31.0,45.0,22800000,8.4
2022,11,2022-11-01,Mali,ML,Orange Mali,1,60.0,1149120,17269,31318,-14049,2.75,3.73,4.284,4.66,31.0,45.0,22800000,8.4
2022,11,2022-11-01,Mali,ML,Malitel,2,32.0,612864,8305,26912,-18607,4.258,2.75,1.683,4.85,31.0,45.0,22800000,8.4
2022,11,2022-11-01,Mali,ML,Telecel Mali,3,8.0,153216,2237,8927,-6690,5.797,2.05,0.314,4.93,31.0,45.0,22800000,8.4
2022,12,2022-12-01,Mali,ML,Orange Mali,1,60.0,1149120,16449,32155,-15706,2.803,3.73,4.29,5.39,31.0,45.0,22800000,8.4
2022,12,2022-12-01,Mali,ML,Malitel,2,32.0,612864,8046,26062,-18016,4.225,2.7,1.652,5.1,31.0,45.0,22800000,8.4
2022,12,2022-12-01,Mali,ML,Telecel Mali,3,8.0,153216,2280,8935,-6655,5.777,1.99,0.305,5.2,31.0,45.0,22800000,8.4
2023,1,2023-01-01,Mali,ML,Orange Mali,1,60.5,1506028,20905,40252,-19347,2.69,3.89,5.858,2.3,41.0,52.0,23484000,10.6
2023,1,2023-01-01,Mali,ML,Malitel,2,31.7,789109,11675,32480,-20805,4.095,2.73,2.155,2.25,41.0,52.0,23484000,10.6
2023,1,2023-01-01,Mali,ML,Telecel Mali,3,7.8,194165,2875,11142,-8267,5.671,2.09,0.406,2.24,41.0,52.0,23484000,10.6
2023,2,2023-02-01,Mali,ML,Orange Mali,1,60.5,1506028,22120,40976,-18856,2.745,3.89,5.857,2.41,41.0,52.0,23484000,10.6
2023,2,2023-02-01,Mali,ML,Malitel,2,31.7,789109,11549,31678,-20129,4.046,2.79,2.198,2.26,41.0,52.0,23484000,10.6
2023,2,2023-02-01,Mali,ML,Telecel Mali,3,7.8,194165,2854,10857,-8003,5.638,2.12,0.412,2.62,41.0,52.0,23484000,10.6
2023,3,2023-03-01,Mali,ML,Orange Mali,1,60.5,1506028,22073,39936,-17863,2.672,3.92,5.907,2.92,41.0,52.0,23484000,10.6
2023,3,2023-03-01,Mali,ML,Malitel,2,31.7,789109,11742,31443,-19701,4.066,2.88,2.275,2.63,41.0,52.0,23484000,10.6
2023,3,2023-03-01,Mali,ML,Telecel Mali,3,7.8,194165,2936,11078,-8142,5.629,2.1,0.408,2.38,41.0,52.0,23484000,10.6
2023,4,2023-04-01,Mali,ML,Orange Mali,1,60.5,1506028,24286,41486,-17200,2.721,4.07,6.13,3.02,41.0,52.0,23484000,10.6
2023,4,2023-04-01,Mali,ML,Malitel,2,31.7,789109,11720,32562,-20842,4.107,2.94,2.316,3.26,41.0,52.0,23484000,10.6
2023,4,2023-04-01,Mali,ML,Telecel Mali,3,7.8,194165,3005,11168,-8163,5.781,2.18,0.424,2.83,41.0,52.0,23484000,10.6
2023,5,2023-05-01,Mali,ML,Orange Mali,1,60.5,1506028,23085,40406,-17321,2.697,4.13,6.213,3.26,41.0,52.0,23484000,10.6
2023,5,2023-05-01,Mali,ML,Malitel,2,31.7,789109,12246,32505,-20259,4.12,2.94,2.32,3.43,41.0,52.0,23484000,10.6
2023,5,2023-05-01,Mali,ML,Telecel Mali,3,7.8,194165,2934,10941,-8007,5.672,2.21,0.428,3.17,41.0,52.0,23484000,10.6
2023,6,2023-06-01,Mali,ML,Orange Mali,1,60.5,1506028,23158,40923,-17765,2.694,4.15,6.255,3.74,41.0,52.0,23484000,10.6
2023,6,2023-06-01,Mali,ML,Malitel,2,31.7,789109,12259,32548,-20289,4.109,2.97,2.34,3.75,41.0,52.0,23484000,10.6
2023,6,2023-06-01,Mali,ML,Telecel Mali,3,7.8,194165,2807,10845,-8038,5.593,2.28,0.442,3.87,41.0,52.0,23484000,10.6
2023,7,2023-07-01,Mali,ML,Orange Mali,1,60.5,1506028,24239,41335,-17096,2.742,4.13,6.217,3.88,41.0,52.0,23484000,10.6
2023,7,2023-07-01,Mali,ML,Malitel,2,31.7,789109,12472,32432,-19960,4.061,2.95,2.327,3.91,41.0,52.0,23484000,10.6
2023,7,2023-07-01,Mali,ML,Telecel Mali,3,7.8,194165,3067,10766,-7699,5.626,2.14,0.415,3.89,41.0,52.0,23484000,10.6
2023,8,2023-08-01,Mali,ML,Orange Mali,1,60.5,1506028,22690,40344,-17654,2.683,4.03,6.069,4.61,41.0,52.0,23484000,10.6
2023,8,2023-08-01,Mali,ML,Malitel,2,31.7,789109,12182,32454,-20272,4.087,2.86,2.26,4.52,41.0,52.0,23484000,10.6
2023,8,2023-08-01,Mali,ML,Telecel Mali,3,7.8,194165,3030,10798,-7768,5.622,2.13,0.414,4.48,41.0,52.0,23484000,10.6
2023,9,2023-09-01,Mali,ML,Orange Mali,1,60.5,1506028,21979,40700,-18721,2.726,4.05,6.092,4.33,41.0,52.0,23484000,10.6
2023,9,2023-09-01,Mali,ML,Malitel,2,31.7,789109,11516,32884,-21368,4.141,2.84,2.243,4.74,41.0,52.0,23484000,10.6
2023,9,2023-09-01,Mali,ML,Telecel Mali,3,7.8,194165,2898,10868,-7970,5.595,2.11,0.41,4.77,41.0,52.0,23484000,10.6
2023,10,2023-10-01,Mali,ML,Orange Mali,1,60.5,1506028,21986,40289,-18303,2.702,3.75,5.646,4.85,41.0,52.0,23484000,10.6
2023,10,2023-10-01,Mali,ML,Malitel,2,31.7,789109,11872,32917,-21045,4.172,2.79,2.2,4.91,41.0,52.0,23484000,10.6
2023,10,2023-10-01,Mali,ML,Telecel Mali,3,7.8,194165,2753,11105,-8352,5.657,2.12,0.412,5.08,41.0,52.0,23484000,10.6
2023,11,2023-11-01,Mali,ML,Orange Mali,1,60.5,1506028,21820,41359,-19539,2.728,3.87,5.835,5.11,41.0,52.0,23484000,10.6
2023,11,2023-11-01,Mali,ML,Malitel,2,31.7,789109,11461,32459,-20998,4.051,2.71,2.135,4.82,41.0,52.0,23484000,10.6
2023,11,2023-11-01,Mali,ML,Telecel Mali,3,7.8,194165,2815,10960,-8145,5.635,2.08,0.403,5.14,41.0,52.0,23484000,10.6
2023,12,2023-12-01,Mali,ML,Orange Mali,1,60.5,1506028,20645,41169,-20524,2.756,3.81,5.742,5.05,41.0,52.0,23484000,10.6
2023,12,2023-12-01,Mali,ML,Malitel,2,31.7,789109,11929,32098,-20169,4.067,2.75,2.171,5.15,41.0,52.0,23484000,10.6
2023,12,2023-12-01,Mali,ML,Telecel Mali,3,7.8,194165,2764,10821,-8057,5.591,2.1,0.407,5.65,41.0,52.0,23484000,10.6
2024,1,2024-01-01,Mali,ML,Orange Mali,1,61.0,1932904,28196,50559,-22363,2.603,4.02,7.772,2.81,53.0,60.0,24188520,13.1
2024,1,2024-01-01,Mali,ML,Malitel,2,31.4,994970,14057,38393,-24336,3.908,2.83,2.814,2.66,53.0,60.0,24188520,13.1
2024,1,2024-01-01,Mali,ML,Telecel Mali,3,7.6,240820,3479,13216,-9737,5.506,2.13,0.514,2.49,53.0,60.0,24188520,13.1
2024,2,2024-02-01,Mali,ML,Orange Mali,1,61.0,1932904,27043,52033,-24990,2.687,4.13,7.992,2.9,53.0,60.0,24188520,13.1
2024,2,2024-02-01,Mali,ML,Malitel,2,31.4,994970,14469,39136,-24667,3.94,2.94,2.926,2.58,53.0,60.0,24188520,13.1
2024,2,2024-02-01,Mali,ML,Telecel Mali,3,7.6,240820,3388,13295,-9907,5.536,2.15,0.517,2.99,53.0,60.0,24188520,13.1
2024,3,2024-03-01,Mali,ML,Orange Mali,1,61.0,1932904,29395,51074,-21679,2.59,4.01,7.753,3.23,53.0,60.0,24188520,13.1
2024,3,2024-03-01,Mali,ML,Malitel,2,31.4,994970,15115,39028,-23913,3.922,2.91,2.897,3.28,53.0,60.0,24188520,13.1
2024,3,2024-03-01,Mali,ML,Telecel Mali,3,7.6,240820,3591,13462,-9871,5.55,2.16,0.521,3.05,53.0,60.0,24188520,13.1
2024,4,2024-04-01,Mali,ML,Orange Mali,1,61.0,1932904,30890,51296,-20406,2.644,4.16,8.036,3.5,53.0,60.0,24188520,13.1
2024,4,2024-04-01,Mali,ML,Malitel,2,31.4,994970,15499,39132,-23633,3.899,2.98,2.963,3.42,53.0,60.0,24188520,13.1
2024,4,2024-04-01,Mali,ML,Telecel Mali,3,7.6,240820,3636,13155,-9519,5.466,2.32,0.559,3.46,53.0,60.0,24188520,13.1
2024,5,2024-05-01,Mali,ML,Orange Mali,1,61.0,1932904,29415,51068,-21653,2.623,4.23,8.167,3.68,53.0,60.0,24188520,13.1
2024,5,2024-05-01,Mali,ML,Malitel,2,31.4,994970,16099,39561,-23462,4.0,2.96,2.942,3.99,53.0,60.0,24188520,13.1
2024,5,2024-05-01,Mali,ML,Telecel Mali,3,7.6,240820,3826,12782,-8956,5.415,2.31,0.557,3.57,53.0,60.0,24188520,13.1
2024,6,2024-06-01,Mali,ML,Orange Mali,1,61.0,1932904,30166,50756,-20590,2.651,4.23,8.182,4.24,53.0,60.0,24188520,13.1
2024,6,2024-06-01,Mali,ML,Malitel,2,31.4,994970,15793,40100,-24307,3.952,2.99,2.971,4.43,53.0,60.0,24188520,13.1
2024,6,2024-06-01,Mali,ML,Telecel Mali,3,7.6,240820,3655,12968,-9313,5.458,2.29,0.551,4.29,53.0,60.0,24188520,13.1
2024,7,2024-07-01,Mali,ML,Orange Mali,1,61.0,1932904,31357,50071,-18714,2.629,4.24,8.188,4.12,53.0,60.0,24188520,13.1
2024,7,2024-07-01,Mali,ML,Malitel,2,31.4,994970,15852,39258,-23406,3.962,2.92,2.908,4.44,53.0,60.0,24188520,13.1
2024,7,2024-07-01,Mali,ML,Telecel Mali,3,7.6,240820,3782,13349,-9567,5.476,2.24,0.541,4.55,53.0,60.0,24188520,13.1
2024,8,2024-08-01,Mali,ML,Orange Mali,1,61.0,1932904,27995,51645,-23650,2.663,4.15,8.012,4.68,53.0,60.0,24188520,13.1
2024,8,2024-08-01,Mali,ML,Malitel,2,31.4,994970,15000,39151,-24151,3.962,3.0,2.985,4.44,53.0,60.0,24188520,13.1
2024,8,2024-08-01,Mali,ML,Telecel Mali,3,7.6,240820,3759,12837,-9078,5.393,2.27,0.547,4.81,53.0,60.0,24188520,13.1
2024,9,2024-09-01,Mali,ML,Orange Mali,1,61.0,1932904,28404,50593,-22189,2.587,4.03,7.799,4.88,53.0,60.0,24188520,13.1
2024,9,2024-09-01,Mali,ML,Malitel,2,31.4,994970,15275,39363,-24088,3.966,2.91,2.899,5.36,53.0,60.0,24188520,13.1
2024,9,2024-09-01,Mali,ML,Telecel Mali,3,7.6,240820,3718,13369,-9651,5.547,2.18,0.525,4.79,53.0,60.0,24188520,13.1
2024,10,2024-10-01,Mali,ML,Orange Mali,1,61.0,1932904,28770,51856,-23086,2.646,4.05,7.833,4.9,53.0,60.0,24188520,13.1
2024,10,2024-10-01,Mali,ML,Malitel,2,31.4,994970,14188,39542,-25354,3.99,2.89,2.877,5.83,53.0,60.0,24188520,13.1
2024,10,2024-10-01,Mali,ML,Telecel Mali,3,7.6,240820,3604,13513,-9909,5.622,2.18,0.525,5.54,53.0,60.0,24188520,13.1
2024,11,2024-11-01,Mali,ML,Orange Mali,1,61.0,1932904,29496,50827,-21331,2.624,3.98,7.698,5.79,53.0,60.0,24188520,13.1
2024,11,2024-11-01,Mali,ML,Malitel,2,31.4,994970,14770,39203,-24433,3.965,2.81,2.8,5.29,53.0,60.0,24188520,13.1
2024,11,2024-11-01,Mali,ML,Telecel Mali,3,7.6,240820,3568,13247,-9679,5.476,2.18,0.525,5.6,53.0,60.0,24188520,13.1
2024,12,2024-12-01,Mali,ML,Orange Mali,1,61.0,1932904,26922,51015,-24093,2.65,3.97,7.678,6.15,53.0,60.0,24188520,13.1
2024,12,2024-12-01,Mali,ML,Malitel,2,31.4,994970,14296,38571,-24275,3.936,2.81,2.793,6.16,53.0,60.0,24188520,13.1
2024,12,2024-12-01,Mali,ML,Telecel Mali,3,7.6,240820,3519,13211,-9692,5.483,2.12,0.51,5.71,53.0,60.0,24188520,13.1
2025,1,2025-01-01,Mali,ML,Orange Mali,1,61.5,2313654,33925,59655,-25730,2.566,4.02,9.29,2.68,62.0,66.0,24914175,15.1
2025,1,2025-01-01,Mali,ML,Malitel,2,31.1,1169994,16698,44817,-28119,3.864,2.94,3.435,2.94,62.0,66.0,24914175,15.1
2025,1,2025-01-01,Mali,ML,Telecel Mali,3,7.4,278390,4105,14950,-10845,5.334,2.13,0.594,3.18,62.0,66.0,24914175,15.1
2025,2,2025-02-01,Mali,ML,Orange Mali,1,61.5,2313654,33633,59190,-25557,2.555,4.0,9.253,3.37,62.0,66.0,24914175,15.1
2025,2,2025-02-01,Mali,ML,Malitel,2,31.1,1169994,16500,43583,-27083,3.783,3.0,3.509,3.2,62.0,66.0,24914175,15.1
2025,2,2025-02-01,Mali,ML,Telecel Mali,3,7.4,278390,4026,14664,-10638,5.359,2.18,0.606,3.5,62.0,66.0,24914175,15.1
2025,3,2025-03-01,Mali,ML,Orange Mali,1,61.5,2313654,34133,58954,-24821,2.544,4.22,9.773,3.8,62.0,66.0,24914175,15.1
2025,3,2025-03-01,Mali,ML,Malitel,2,31.1,1169994,17360,44763,-27403,3.877,2.99,3.5,3.65,62.0,66.0,24914175,15.1
2025,3,2025-03-01,Mali,ML,Telecel Mali,3,7.4,278390,4055,14601,-10546,5.227,2.26,0.628,3.61,62.0,66.0,24914175,15.1
2025,4,2025-04-01,Mali,ML,Orange Mali,1,61.5,2313654,35154,57964,-22810,2.529,4.33,10.026,4.1,62.0,66.0,24914175,15.1
2025,4,2025-04-01,Mali,ML,Malitel,2,31.1,1169994,17401,43234,-25833,3.751,3.04,3.557,3.88,62.0,66.0,24914175,15.1
2025,4,2025-04-01,Mali,ML,Telecel Mali,3,7.4,278390,4141,14335,-10194,5.201,2.31,0.643,3.91,62.0,66.0,24914175,15.1
2025,5,2025-05-01,Mali,ML,Orange Mali,1,61.5,2313654,36097,58206,-22109,2.53,4.32,9.995,4.55,62.0,66.0,24914175,15.1
2025,5,2025-05-01,Mali,ML,Malitel,2,31.1,1169994,17449,45692,-28243,3.873,3.15,3.688,3.96,62.0,66.0,24914175,15.1
2025,5,2025-05-01,Mali,ML,Telecel Mali,3,7.4,278390,4519,14647,-10128,5.321,2.3,0.641,4.41,62.0,66.0,24914175,15.1
2025,6,2025-06-01,Mali,ML,Orange Mali,1,61.5,2313654,36690,59313,-22623,2.555,4.39,10.147,4.2,62.0,66.0,24914175,15.1
2025,6,2025-06-01,Mali,ML,Malitel,2,31.1,1169994,18892,45081,-26189,3.862,3.13,3.66,4.16,62.0,66.0,24914175,15.1
2025,6,2025-06-01,Mali,ML,Telecel Mali,3,7.4,278390,4417,14759,-10342,5.305,2.39,0.665,4.42,62.0,66.0,24914175,15.1
2025,7,2025-07-01,Mali,ML,Orange Mali,1,61.5,2313654,34808,59270,-24462,2.562,4.33,10.01,4.85,62.0,66.0,24914175,15.1
2025,7,2025-07-01,Mali,ML,Malitel,2,31.1,1169994,18086,44919,-26833,3.808,3.09,3.62,4.41,62.0,66.0,24914175,15.1
2025,7,2025-07-01,Mali,ML,Telecel Mali,3,7.4,278390,4499,14757,-10258,5.37,2.36,0.657,4.68,62.0,66.0,24914175,15.1
2025,8,2025-08-01,Mali,ML,Orange Mali,1,61.5,2313654,35711,58968,-23257,2.555,4.23,9.778,4.92,62.0,66.0,24914175,15.1
2025,8,2025-08-01,Mali,ML,Malitel,2,31.1,1169994,17454,44277,-26823,3.787,3.04,3.554,5.27,62.0,66.0,24914175,15.1
2025,8,2025-08-01,Mali,ML,Telecel Mali,3,7.4,278390,4185,14947,-10762,5.356,2.32,0.646,5.22,62.0,66.0,24914175,15.1
2025,9,2025-09-01,Mali,ML,Orange Mali,1,61.5,2313654,35478,59281,-23803,2.55,4.11,9.52,5.63,62.0,66.0,24914175,15.1
2025,9,2025-09-01,Mali,ML,Malitel,2,31.1,1169994,17148,45131,-27983,3.856,3.04,3.558,5.34,62.0,66.0,24914175,15.1
2025,9,2025-09-01,Mali,ML,Telecel Mali,3,7.4,278390,4471,14734,-10263,5.335,2.21,0.615,5.48,62.0,66.0,24914175,15.1
2025,10,2025-10-01,Mali,ML,Orange Mali,1,61.5,2313654,33775,60240,-26465,2.566,4.03,9.315,5.9,62.0,66.0,24914175,15.1
2025,10,2025-10-01,Mali,ML,Malitel,2,31.1,1169994,18086,45331,-27245,3.799,2.92,3.412,5.54,62.0,66.0,24914175,15.1
2025,10,2025-10-01,Mali,ML,Telecel Mali,3,7.4,278390,4044,14812,-10768,5.323,2.21,0.616,5.15,62.0,66.0,24914175,15.1
2025,11,2025-11-01,Mali,ML,Orange Mali,1,61.5,2313654,32809,58653,-25844,2.548,4.13,9.567,5.62,62.0,66.0,24914175,15.1
2025,11,2025-11-01,Mali,ML,Malitel,2,31.1,1169994,16800,44954,-28154,3.853,2.94,3.44,6.1,62.0,66.0,24914175,15.1
2025,11,2025-11-01,Mali,ML,Telecel Mali,3,7.4,278390,4148,14728,-10580,5.308,2.16,0.601,5.67,62.0,66.0,24914175,15.1
2025,12,2025-12-01,Mali,ML,Orange Mali,1,61.5,2313654,36264,59193,-22929,2.527,3.94,9.123,5.88,62.0,66.0,24914175,15.1
2025,12,2025-12-01,Mali,ML,Malitel,2,31.1,1169994,17124,45179,-28055,3.84,2.88,3.368,6.26,62.0,66.0,24914175,15.1
2025,12,2025-12-01,Mali,ML,Telecel Mali,3,7.4,278390,4019,14414,-10395,5.295,2.16,0.601,6.03,62.0,66.0,24914175,15.1
2026,1,2026-01-01,Mali,ML,Orange Mali,1,62.0,2688822,42422,66612,-24190,2.468,4.1,11.033,3.56,69.0,71.0,25661600,16.9
2026,1,2026-01-01,Mali,ML,Malitel,2,30.8,1335737,19585,49908,-30323,3.714,3.05,4.075,3.21,69.0,71.0,25661600,16.9
2026,1,2026-01-01,Mali,ML,Telecel Mali,3,7.2,312250,4395,16101,-11706,5.128,2.19,0.684,3.33,69.0,71.0,25661600,16.9
2026,2,2026-02-01,Mali,ML,Orange Mali,1,62.0,2688822,40682,66663,-25981,2.457,4.11,11.043,3.71,69.0,71.0,25661600,16.9
2026,2,2026-02-01,Mali,ML,Malitel,2,30.8,1335737,18893,48912,-30019,3.67,2.99,3.995,4.15,69.0,71.0,25661600,16.9
2026,2,2026-02-01,Mali,ML,Telecel Mali,3,7.2,312250,4400,15915,-11515,5.126,2.29,0.714,4.09,69.0,71.0,25661600,16.9
2026,3,2026-03-01,Mali,ML,Orange Mali,1,62.0,2688822,38057,66421,-28364,2.425,4.3,11.55,3.83,69.0,71.0,25661600,16.9
2026,3,2026-03-01,Mali,ML,Malitel,2,30.8,1335737,18451,49634,-31183,3.716,3.08,4.116,4.18,69.0,71.0,25661600,16.9
2026,3,2026-03-01,Mali,ML,Telecel Mali,3,7.2,312250,4695,15629,-10934,5.052,2.31,0.721,3.82,69.0,71.0,25661600,16.9
2026,4,2026-04-01,Mali,ML,Orange Mali,1,62.0,2688822,39909,66411,-26502,2.454,4.41,11.863,4.25,69.0,71.0,25661600,16.9
2026,4,2026-04-01,Mali,ML,Malitel,2,30.8,1335737,19548,49239,-29691,3.697,3.12,4.174,4.86,69.0,71.0,25661600,16.9
2026,4,2026-04-01,Mali,ML,Telecel Mali,3,7.2,312250,4987,15917,-10930,5.047,2.36,0.735,4.68,69.0,71.0,25661600,16.9
2026,5,2026-05-01,Mali,ML,Orange Mali,1,62.0,2688822,42216,66463,-24247,2.473,4.5,12.098,4.85,69.0,71.0,25661600,16.9
2026,5,2026-05-01,Mali,ML,Malitel,2,30.8,1335737,19909,48960,-29051,3.673,3.13,4.186,4.59,69.0,71.0,25661600,16.9
2026,5,2026-05-01,Mali,ML,Telecel Mali,3,7.2,312250,4779,16127,-11348,5.167,2.38,0.744,4.8,69.0,71.0,25661600,16.9
